timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
299.682,48.63553592,12.67238017,-32.87127728,0.003649705,0.007198422,-0.95702827,-0.289882307,-0.173660638,0.045526977,-0.003912477,-0.001022541,0.001549085,0.245661555
299.732,48.6268951,12.67456321,-32.87147257,0.003581824,0.007191573,-0.958872209,-0.283724406,-0.17189545,0.04202642,-0.003895959,-0.00079683,0.000764145,0.270186974
299.782,48.61836661,12.6765861,-32.87166635,0.003531016,0.00720454,-0.96089453,-0.276798354,-0.169193248,0.039104076,-0.003851979,-0.000170531,-0.00057736,0.307171952
299.832,48.60999733,12.67847783,-32.87185728,0.00350075,0.007240511,-0.963143492,-0.268867873,-0.16558096,0.03674865,-0.003785185,-3.45E-05,-0.001727396,0.351340893
299.882,48.60173439,12.68027307,-32.87204546,0.003456083,0.00724675,-0.965573149,-0.260007759,-0.166370171,0.035316705,-0.003756846,-0.00253542,0.001062648,0.376819901
299.932,48.59326733,12.68200736,-32.87223385,0.003351514,0.007196384,-0.967985694,-0.250879803,-0.172442927,0.033960831,-0.003783373,-0.002655208,0.002973353,0.375119656
299.982,48.58447469,12.68365816,-32.87242398,0.003227687,0.007174622,-0.970286407,-0.241831335,-0.178768987,0.032119461,-0.003817599,-0.000144131,0.002124122,0.374958718
300.032,48.57541045,12.68521609,-32.87261529,0.003120228,0.007214161,-0.972551333,-0.232555637,-0.183258162,0.030301786,-0.003829867,0.001278921,0.000786744,0.390538797
300.082,48.56616331,12.6866607,-32.87280714,0.003027329,0.007261473,-0.97475026,-0.223159217,-0.186312205,0.027252998,-0.003847718,0.000511818,0.000829984,0.3717114
300.132,48.55679468,12.68788212,-32.8730007,0.002938294,0.007274407,-0.976661631,-0.214640416,-0.18824274,0.021158365,-0.003901374,-0.001115467,0.001374169,0.329107368
300.182,48.54733559,12.68872895,-32.87319774,0.00285193,0.00725182,-0.978311751,-0.206991291,-0.190113329,0.012989228,-0.003976137,-0.001663256,0.001602703,0.302302478
300.232,48.53778714,12.68917232,-32.87339818,0.002770496,0.007232316,-0.979831842,-0.199673681,-0.191599343,0.005219686,-0.004035786,-0.000959714,0.00110015,0.299357828
300.282,48.52819569,12.68925813,-32.87360084,0.002701717,0.007237348,-0.981332444,-0.192163875,-0.191803563,-0.001281089,-0.004062403,-0.000136433,0.000195258,0.315372491
300.332,48.51863336,12.68905849,-32.87380386,0.002648545,0.007260207,-0.982883243,-0.184067395,-0.190490932,-0.006248426,-0.004054068,-9.90E-06,-0.00067739,0.344732899
300.382,48.50916835,12.68864655,-32.87400574,0.002607538,0.007276029,-0.984515217,-0.175128661,-0.188101667,-0.009911396,-0.004018168,-0.001093643,-0.001090426,0.381455499
300.432,48.49983219,12.68807338,-32.87420535,0.002572149,0.007267853,-0.986224033,-0.165235347,-0.185472698,-0.012821465,-0.003967421,-0.001994219,-0.001395754,0.420155581
300.482,48.49066633,12.68739984,-32.87440194,0.00254494,0.007267073,-0.987887766,-0.154978949,-0.180677885,-0.013455738,-0.003891848,-0.000555552,-0.001976608,0.39582245
300.532,48.481822,12.68677381,-32.87459391,0.002526024,0.007292042,-0.989235714,-0.146127165,-0.173115449,-0.011379078,-0.003789292,-9.20E-05,-0.00158502,0.32114344
300.582,48.47337723,12.68627762,-32.87478054,0.00250505,0.007323132,-0.99024541,-0.139119103,-0.165142085,-0.008674315,-0.003681648,0.000788928,-0.000981215,0.250333832
300.632,48.46530596,12.68589698,-32.87496221,0.002475141,0.007363921,-0.990998206,-0.133649548,-0.158183046,-0.006832571,-0.003593865,0.000970573,-0.000139156,0.197137421
300.682,48.45754155,12.68556457,-32.87514039,0.002431049,0.007390968,-0.991587287,-0.129205708,-0.152870336,-0.006722045,-0.00353919,0.000544422,0.000722732,0.166881051
300.732,48.4500118,12.68520891,-32.87531635,0.002377174,0.007413892,-0.992103297,-0.125181595,-0.148584239,-0.007543898,-0.003503159,0.000810736,0.000915393,0.162029091
300.782,48.44268689,12.68480626,-32.87549066,0.002323997,0.007451355,-0.992624841,-0.120975213,-0.144582166,-0.008507214,-0.00346925,0.001608167,0.000466511,0.17969655
300.832,48.43556272,12.68436032,-32.87566311,0.002278627,0.00750508,-0.993206921,-0.116096912,-0.140522289,-0.009248206,-0.003429661,0.001706876,-0.000173272,0.214292449
300.882,48.42864607,12.68388619,-32.87583336,0.00224438,0.007567873,-0.993877904,-0.110201646,-0.136280102,-0.009640375,-0.003379485,0.002195814,-0.001111448,0.259950157
300.932,48.42194469,12.68340038,-32.87600083,0.002222826,0.007641003,-0.994640891,-0.103083328,-0.131955124,-0.009758827,-0.003321704,0.001931991,-0.001926036,0.311268943
300.982,48.41537593,12.68288164,-32.87616642,0.00218922,0.007658177,-0.995464202,-0.09480286,-0.132190751,-0.011438639,-0.003318826,-0.002547351,-9.22E-05,0.348627758
301.032,48.40862251,12.68221663,-32.87633383,0.002104279,0.007589247,-0.996269473,-0.085936681,-0.138272651,-0.015200645,-0.003381088,-0.003574949,0.001843246,0.358667636
301.082,48.40150702,12.68135734,-32.87650456,0.001983606,0.00752902,-0.997003141,-0.07696828,-0.14613597,-0.018827675,-0.003439463,-0.002280876,0.002674397,0.362701173
301.132,48.39400211,12.68034003,-32.87667738,0.001850288,0.007490742,-0.997671877,-0.067759065,-0.153488059,-0.021683852,-0.00346843,-0.002019856,0.002609146,0.377372999
301.182,48.38615995,12.67917686,-32.87685131,0.001722036,0.007463987,-0.998282616,-0.05807876,-0.159915326,-0.024915554,-0.003489055,-0.001111904,0.002077337,0.398017531
301.232,48.37801247,12.67782128,-32.87702647,0.001603147,0.007453697,-0.99882496,-0.047859915,-0.165516691,-0.029318396,-0.003517446,-0.001071653,0.001433282,0.420036661
301.282,48.36969111,12.6762802,-32.87720237,0.001508705,0.007464369,-0.999263156,-0.037618508,-0.165978346,-0.031321698,-0.00350551,0.000867268,5.06E-05,0.387228791
301.332,48.36150695,12.67475197,-32.87737625,0.001452276,0.007499736,-0.999553497,-0.028886866,-0.161041948,-0.029497264,-0.003449905,0.000464023,-0.000649349,0.313237447
301.382,48.3536011,12.67332905,-32.87754744,0.001412865,0.007517649,-0.999730626,-0.021912667,-0.155745738,-0.027886707,-0.003404938,0.000314625,-0.000265628,0.251850648
301.432,48.34590998,12.67192789,-32.87771724,0.001365686,0.00753246,-0.999840824,-0.016115938,-0.152339405,-0.028446166,-0.003392897,0.000185387,0.000511611,0.217917972
301.482,48.33835229,12.67046131,-32.87788689,0.001305977,0.007535952,-0.999912225,-0.010818777,-0.150154613,-0.030239242,-0.003391515,-0.000461455,0.00096052,0.210374942
301.532,48.33089577,12.66889845,-32.87805623,0.00124199,0.007525713,-0.999956289,-0.005407573,-0.148164058,-0.032160794,-0.003381205,-0.000812405,0.000824005,0.225225167
301.582,48.32354531,12.66724885,-32.87822485,0.001183121,0.007536693,-0.999970717,0.000602608,-0.145874955,-0.033670864,-0.003362968,0.001405611,0.000238123,0.256604308
301.632,48.31632133,12.66553909,-32.87839229,0.001135158,0.007595435,-0.999942026,0.007547576,-0.14311139,-0.034578618,-0.00333342,0.002280992,-0.000583194,0.298667133
301.682,48.30924834,12.66379999,-32.8785578,0.001100871,0.007650772,-0.999848007,0.015627443,-0.139861434,-0.034877164,-0.003284732,0.001294454,-0.001538558,0.346464559
301.732,48.30234915,12.66206015,-32.87872038,0.001081018,0.007678263,-0.999659058,0.024932795,-0.136190397,-0.034646241,-0.003219811,0.000281173,-0.00250936,0.396185301
301.782,48.29565189,12.66035404,-32.87887963,0.001071422,0.007697729,-0.999362906,0.034833606,-0.131687274,-0.033415035,-0.003153728,0.000758195,-0.002537359,0.379703685
301.832,48.2892014,12.6587355,-32.87903573,0.00105945,0.007722742,-0.999025828,0.043435382,-0.126477839,-0.031336415,-0.003093825,0.000538601,-0.001746119,0.309030876
301.882,48.28300404,12.65721635,-32.87918904,0.001036818,0.007736595,-0.998702936,0.050314164,-0.121896389,-0.029747956,-0.003043309,8.42E-05,-0.000683384,0.249044584
301.932,48.27699662,12.65574173,-32.8793403,0.000997437,0.00773726,-0.998396249,0.056072011,-0.118631385,-0.029363894,-0.003010848,-0.0004053,0.000105608,0.218529692
301.982,48.27111717,12.65424025,-32.87949074,0.000942612,0.007725628,-0.998084519,0.061373608,-0.117065948,-0.031270972,-0.003016831,-0.000997633,0.000938181,0.208782873
302.032,48.26526433,12.65256916,-32.87964268,0.000868238,0.007706825,-0.99774775,0.066627915,-0.117156422,-0.035556186,-0.003061807,-0.00094916,0.00150879,0.215355088
302.082,48.25939827,12.65067241,-32.87979693,0.000786052,0.007691367,-0.997354765,0.07227515,-0.117412821,-0.040031642,-0.003102415,-0.000865319,0.001348185,0.239216482
302.132,48.25353199,12.64857218,-32.87995264,0.000710097,0.007672921,-0.996868972,0.078694825,-0.11714282,-0.043664665,-0.003122266,-0.00119202,0.000581726,0.276111737
302.182,48.2476965,12.64631743,-32.88010874,0.000647995,0.007651742,-0.996253126,0.086143712,-0.116200557,-0.046244046,-0.003116592,-0.000816992,-0.000335245,0.321008544
302.232,48.24192551,12.64396089,-32.88026389,0.000602096,0.007634232,-0.99547049,0.094762126,-0.11459947,-0.047793239,-0.003088259,-0.000965931,-0.001423331,0.369696932
302.282,48.23626316,12.64157043,-32.88041729,0.000569763,0.007634332,-0.994550184,0.103977515,-0.111719186,-0.047391693,-0.003047497,0.001071047,-0.001394112,0.355221521
302.332,48.23078038,12.63925548,-32.88056847,0.000540337,0.007669609,-0.993681013,0.111977361,-0.107627539,-0.045097239,-0.00300158,0.001256947,-0.000928245,0.288600286
302.382,48.22550944,12.63706651,-32.88071743,0.000511323,0.007681649,-0.992939069,0.118375406,-0.103452692,-0.042687074,-0.002960082,-0.00046386,-0.000680389,0.234115004
302.432,48.22043773,12.63498199,-32.88086451,0.000481095,0.007654734,-0.992274997,0.123820451,-0.099608512,-0.040828197,-0.002925584,-0.001572522,-0.000583964,0.21061403
